prescription_id	component_id	bio_resource_id	barcode
TCMF1	TCMH1398	NPO18176	ITSAM882-14
TCMF1	TCMH1219	NPO4784	
TCMF1	TCMH628	NPO7154	ITSAM892-14
TCMF1	TCMH1903	NPO20553	ITSAO3969-14
TCMF2	TCMH407	NPO5743	ITSAH2408-14
TCMF2	TCMH2473	NPO23548	ITSAN1807-14
TCMF2	TCMH1393	NPO2838	ITSAJ4412-14
TCMF2	TCMH1588	NPO15077	ITSAJ4612-14
TCMF2	TCMH949	NPO24476.1	ITSAM1586-14
TCMF2	TCMH949	NPO24476	ITSAM1586-14
TCMF2	TCMH109	NPO1373	ITSAJ4425-14
TCMF2	TCMH2161	NPO30164	
TCMF2	TCMH2161	NPO40525	
TCMF3	TCMH407	NPO5743	ITSAH2408-14
TCMF3	TCMH305	NPO22033	ITSAP4207-14
TCMF3	TCMH2073	NPO14992	ITSAN1047-14
TCMF3	TCMH2073	NPO56307	ITSAN1047-14
TCMF3	TCMH1068	NPO18117	ITSAJ4189-14
TCMF3	TCMH1766	NPO17458	ITSAJ4240-14
TCMF3	TCMH544	NPO12870	ITSAN2146-14
TCMF3	TCMH2618	NPO7317.2	ITSAA1279-14
TCMF3	TCMH2618	NPO7317	ITSAA1279-14
TCMF3	TCMH2618	NPO7317.1	ITSAA1279-14
TCMF3	TCMH363	NPO20881	ITSAJ4685-14
TCMF4	TCMH451	NPO8101	ITSAH4578-14
TCMF4	TCMH147	NPO8874	ITSAF389-14
TCMF4	TCMH1423	NPO9261	ITSAJ4140-14
TCMF4	TCMH1597	NPO18340	ITSAM2109-14
TCMF4	TCMH2202	NPO8187	ITSAM2867-14
TCMF4	TCMH981	NPO24846	ITSAK2981-14
TCMF4	TCMH421	NPO15462	ITSAF173-14
TCMF4	TCMH819	NPO31520	ITSAL419-14
TCMF4	TCMH104	NPO30226	ITSAH2416-14
TCMF4	TCMH104	NPO9798	ITSAH2416-14
TCMF4	TCMH1525	NPO30109	BCMOL364-12
TCMF4	TCMH1525	NPO9869	BCMOL364-12
TCMF4	TCMH407	NPO5743	ITSAH2408-14
TCMF4	TCMH284	NPO31089	KY197925
TCMF4	TCMH967	NPO9935	ITSAH4762-14
TCMFx5	TCMH288	NPO30004	
TCMFx5	TCMH1533	NPO25825	
TCMFx5	TCMH1533	NPO30603	
TCMFx5	TCMH249	NPO29756	KU879012
TCMFx5	TCMH1068	NPO18117	ITSAJ4189-14
TCMFx5	TCMH2295	NPO7977	
TCMFx5	TCMH33	NPO13274	ITSAJ4138-14
TCMFx5	TCMH486	NPO3987	GBVI185-11
TCMFx5	TCMH1753	NPO15315	
TCMFx5	TCMH728	NPO29463	ITSAJ4146-14
TCMF6	TCMH1525	NPO30109	BCMOL364-12
TCMF6	TCMH1525	NPO9869	BCMOL364-12
TCMF6	TCMH1753	NPO15315	
TCMF6	TCMH705	NPO21707	ITSAO4359-14
TCMF6	TCMH797	NPO29718	
TCMF6	TCMH981	NPO24846	ITSAK2981-14
TCMF6	TCMH1508	NPO7730	MH522406
TCMF6	TCMH2084	NPO11694	ITSAJ4142-14
TCMF6	TCMH2244	NPO17494	ITSAH2424-14
TCMF6	TCMH1766	NPO17458	ITSAJ4240-14
TCMF6	TCMH2343	NPO4802	ITSAO4295-14
TCMF6	TCMH120	NPO20902	ITSAN4430-14
TCMF6	TCMH2596	NPO12556	
TCMF6	TCMH544	NPO12870	ITSAN2146-14
TCMF6	TCMH407	NPO5743	ITSAH2408-14
TCMF7	TCMH1525	NPO30109	BCMOL364-12
TCMF7	TCMH1525	NPO9869	BCMOL364-12
TCMF7	TCMH1753	NPO15315	
TCMF7	TCMH705	NPO21707	ITSAO4359-14
TCMF7	TCMH797	NPO29718	
TCMF7	TCMH981	NPO24846	ITSAK2981-14
TCMF7	TCMH1508	NPO7730	MH522406
TCMF7	TCMH2084	NPO11694	ITSAJ4142-14
TCMF7	TCMH2244	NPO17494	ITSAH2424-14
TCMF7	TCMH1766	NPO17458	ITSAJ4240-14
TCMF7	TCMH2343	NPO4802	ITSAO4295-14
TCMF7	TCMH120	NPO20902	ITSAN4430-14
TCMF7	TCMH2596	NPO12556	
TCMF7	TCMH544	NPO12870	ITSAN2146-14
TCMF7	TCMH407	NPO5743	ITSAH2408-14
TCMF8	TCMH2241	NPO29812	KY120319
TCMF8	TCMH606	NPO23577	GBPOL314-13
TCMF8	TCMH606	NPO30645	GBPOL314-13
TCMF8	TCMH421	NPO15462	ITSAF173-14
TCMF8	TCMH305	NPO22033	ITSAP4207-14
TCMF8	TCMH1349	NPO19783	ABMC060-05
TCMF8	TCMH12	NPO28276	ITSAE2504-14
TCMF8	TCMH2334	NPO17206	ITSAC1509-14
TCMF8	TCMH243	NPO19584	
TCMF8	TCMH228	NPO29401	ITSAM2218-14
TCMF8	TCMH2376	NPO827	
TCMF8	TCMH916	NPO13515	
TCMF8	TCMH451	NPO8101	ITSAH4578-14
TCMF8	TCMH986	NPO28877	ITSAP4211-14
TCMF8	TCMH120	NPO20902	ITSAN4430-14
TCMF8	TCMH1966	NPO8101	ITSAH4578-14
TCMF8	TCMH104	NPO30226	ITSAH2416-14
TCMF8	TCMH104	NPO9798	ITSAH2416-14
TCMF8	TCMH981	NPO24846	ITSAK2981-14
TCMF8	TCMH2202	NPO8187	ITSAM2867-14
TCMF8	TCMH1742	NPO31458	GQ255631
TCMF8	TCMH524	NPO16850	ITSAM1588-14
TCMF8	TCMH619	NPO15730.2	ITSAJ4647-14
TCMF8	TCMH890	NPO15826	ITSAM1591-14
TCMF8	TCMH2265	NPO22796	GENG1049-15
TCMF8	TCMH1513	NPO29741	
TCMF8	TCMH746	NPO20552	
TCMF8	TCMH1423	NPO9261	ITSAJ4140-14
TCMFx9	TCMH118	NPO24758	ITSAK3312-14
TCMFx9	TCMH118	NPO24758.1	ITSAK3312-14
TCMFx9	TCMH761	NPO31458	GQ255631
TCMFx9	TCMH544	NPO12870	ITSAN2146-14
TCMFx9	TCMH511	NPO29110	GBVG4364-11, GBVG4358-11
TCMFx9	TCMH511	NPO51834	GBVG4364-11, GBVG4358-11
TCMFx9	TCMH2684	NPO26639	ITSAP4502-14
TCMFx9	TCMH1533	NPO25825	
TCMFx9	TCMH1533	NPO30603	
TCMFx9	TCMH2201	NPO6714	
TCMFx9	TCMH1657	NPO9721	
TCMFx9	TCMH2417	NPO30455	
TCMFx9	TCMH921	NPO11391	ITSAI2369-14
TCMFx10	TCMH972	NPO5649.1	ITSAO4469-14
TCMFx10	TCMH972	NPO5649	ITSAO4469-14
TCMFx10	TCMH855	NPO23018	
TCMFx10	TCMH451	NPO8101	ITSAH4578-14
TCMFx10	TCMH1063	NPO24124	ITSAP2805-14
TCMFx10	TCMH986	NPO28877	ITSAP4211-14
TCMF11	TCMH120	NPO20902	ITSAN4430-14
TCMF11	TCMH1740	NPO10680	ITSAM2511-14
TCMF11	TCMH421	NPO15462	ITSAF173-14
TCMF11	TCMH1794	NPO28265.1	ITSAL1073-14
TCMF11	TCMH1794	NPO10590.1	ITSAL1073-14
TCMF11	TCMH1794	NPO28265	ITSAL1073-14
TCMF11	TCMH1794	NPO51539	ITSAL1073-14
TCMF11	TCMH2630	NPO7317.2	ITSAA1279-14
TCMF11	TCMH2630	NPO7317	ITSAA1279-14
TCMF11	TCMH2630	NPO7317.1	ITSAA1279-14
TCMF11	TCMH1343	NPO11578.2	ITSAO4714-14
TCMF11	TCMH1343	NPO11578	ITSAO4714-14
TCMF11	TCMH1343	NPO11578.1	ITSAO4714-14
TCMF11	TCMH1343	NPO46756	ITSAO4714-14
TCMF12	TCMH1398	NPO18176	ITSAM882-14
TCMF12	TCMH2515	NPO9498	ITSAD207-14
TCMF12	TCMH2515	NPO53264	ITSAD207-14
TCMF12	TCMH628	NPO7154	ITSAM892-14
TCMF12	TCMH1219	NPO4784	
TCMF12	TCMH1240	NPO7539	ITSAD4259-14
TCMF12	TCMH1080	NPO29808	ITSAJ4293-14
TCMF13	TCMH451	NPO8101	ITSAH4578-14
TCMF13	TCMH1423	NPO9261	ITSAJ4140-14
TCMF13	TCMH2343	NPO4802	ITSAO4295-14
TCMF13	TCMH273	NPO1279	ITSAP3764-14
TCMF13	TCMH104	NPO30226	ITSAH2416-14
TCMF13	TCMH104	NPO9798	ITSAH2416-14
TCMF13	TCMH1513	NPO29741	
TCMF13	TCMH188	NPO31056	HM595443
TCMF13	TCMH628	NPO7154	ITSAM892-14
TCMF14	TCMH1531	NPO19649	ITSAJ4440-14
TCMF14	TCMH241	NPO3477	ITSAB3641-14
TCMF14	TCMH986	NPO28877	ITSAP4211-14
TCMF14	TCMH606	NPO23577	GBPOL314-13
TCMF14	TCMH606	NPO30645	GBPOL314-13
TCMF14	TCMH2671	NPO17579	NOBAS3307-16
TCMF14	TCMH2671	NPO58312	NOBAS3307-16
TCMF14	TCMH949	NPO24476.1	ITSAM1586-14
TCMF14	TCMH949	NPO24476	ITSAM1586-14
TCMF14	TCMH363	NPO20881	ITSAJ4685-14
TCMF14	TCMH177	NPO3057	ITSAG3700-14
TCMF14	TCMH1706	NPO23323	ITSAJ4556-14
TCMF14	TCMH2624	NPO26741	GBVA3255-11, GBVU1201-13
TCMF14	TCMH2581	NPO30648	KC573871
TCMF14	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMF14	TCMH2641	NPO52183	ITSAJ4473-14
TCMF14	TCMH2641	NPO9518	ITSAJ4473-14
TCMF14	TCMH628	NPO7154	ITSAM892-14
TCMFx15	TCMH329	NPO11872	KR080439
TCMFx15	TCMH2206	NPO8187	ITSAM2867-14
TCMF16	TCMH2086	NPO21707	ITSAO4359-14
TCMF16	TCMH2202	NPO8187	ITSAM2867-14
TCMF16	TCMH1721	NPO29141	GBVE1679-11
TCMF16	TCMH1721	NPO41246	GBVE1679-11
TCMF16	TCMH1721	NPO41733	GBVE1679-11
TCMF16	TCMH2192	NPO28679	ITSAN1052-14
TCMF16	TCMH1423	NPO9261	ITSAJ4140-14
TCMF16	TCMH705	NPO21707	ITSAO4359-14
TCMF16	TCMH981	NPO24846	ITSAK2981-14
TCMF16	TCMH573	NPO30892	
TCMF16	TCMH2066	NPO17691	ITSAJ4584-14
TCMFx17	TCMH298	NPO3578	ITSAO3492-14
TCMFx17	TCMH1660	NPO19694	ITSAJ4346-14
TCMFx18	TCMH1848	NPO12011.1	ITSAH1684-14
TCMFx18	TCMH1848	NPO12011	ITSAH1684-14
TCMFx18	TCMH388	NPO5986.3	ITSAM869-14
TCMFx18	TCMH388	NPO50707	ITSAM869-14
TCMFx18	TCMH388	NPO5986	ITSAM869-14
TCMFx18	TCMH388	NPO5986.1	ITSAM869-14
TCMFx18	TCMH388	NPO5986.2	ITSAM869-14
TCMFx18	TCMH981	NPO24846	ITSAK2981-14
TCMF19	TCMH1721	NPO29141	GBVE1679-11
TCMF19	TCMH1721	NPO41246	GBVE1679-11
TCMF19	TCMH1721	NPO41733	GBVE1679-11
TCMF19	TCMH426	NPO16741.2	ITSAL4530-14
TCMF19	TCMH426	NPO14959.1	ITSAL4530-14
TCMF19	TCMH426	NPO16741	ITSAL4530-14
TCMF19	TCMH426	NPO16741.1	ITSAL4530-14
TCMF19	TCMH819	NPO31520	ITSAL419-14
TCMF19	TCMH981	NPO24846	ITSAK2981-14
TCMF19	TCMH1966	NPO8101	ITSAH4578-14
TCMF19	TCMH1845	NPO30479	
TCMF19	TCMH407	NPO5743	ITSAH2408-14
TCMF19	TCMH1186	NPO17823.1	ITSAO4545-14
TCMF19	TCMH1186	NPO17823	ITSAO4545-14
TCMF19	TCMH104	NPO30226	ITSAH2416-14
TCMF19	TCMH104	NPO9798	ITSAH2416-14
TCMF19	TCMH2554	NPO27260	MF096619
TCMF19	TCMH617	NPO6117	
TCMF19	TCMH1920	NPO8666	ITSAI4409-14
TCMF19	TCMH986	NPO28877	ITSAP4211-14
TCMF19	TCMH677	NPO30303	ITSAJ4206-14
TCMF19	TCMH573	NPO30892	
TCMF19	TCMH2052	NPO5986.2	ITSAM943-14
TCMF19	TCMH1423	NPO9261	ITSAJ4140-14
TCMF19	TCMH1321	NPO13037	
TCMF19	TCMH2265	NPO22796	GENG1049-15
TCMF19	TCMH1181	NPO30745	KX675020
TCMFx20	TCMH1549	NPO30954	GBVT370-13, GBVT825-13
TCMFx20	TCMH426	NPO16741.2	ITSAL4530-14
TCMFx20	TCMH426	NPO14959.1	ITSAL4530-14
TCMFx20	TCMH426	NPO16741	ITSAL4530-14
TCMFx20	TCMH426	NPO16741.1	ITSAL4530-14
TCMFx20	TCMH981	NPO24846	ITSAK2981-14
TCMFx20	TCMH2052	NPO5986.2	ITSAM943-14
TCMF21	TCMH1721	NPO29141	GBVE1679-11
TCMF21	TCMH1721	NPO41246	GBVE1679-11
TCMF21	TCMH1721	NPO41733	GBVE1679-11
TCMF21	TCMH421	NPO15462	ITSAF173-14
TCMF21	TCMH981	NPO24846	ITSAK2981-14
TCMF21	TCMH2090	NPO22309	
TCMF21	TCMH1966	NPO8101	ITSAH4578-14
TCMF21	TCMH1199	NPO31136	GENG109-13
TCMF21	TCMH2149	NPO28669	ITSAP4209-14
TCMF21	TCMH1186	NPO17823.1	ITSAO4545-14
TCMF21	TCMH1186	NPO17823	ITSAO4545-14
TCMF21	TCMH2581	NPO30648	KC573871
TCMF21	TCMH1344	NPO25192	
TCMF21	TCMH2239	NPO6336.1	ITSAI1576-14
TCMF21	TCMH2239	NPO6336	ITSAI1576-14
TCMFx22	TCMH547	NPO30170	
TCMFx22	TCMH188	NPO31056	HM595443
TCMFx22	TCMH1814	NPO27572	
TCMFx22	TCMH182	NPO29649	ITSAA732-14
TCMFx22	TCMH182	NPO3912	ITSAA732-14
TCMFx22	TCMH2192	NPO28679	ITSAN1052-14
TCMFx22	TCMH826	NPO26650.1	
TCMFx22	TCMH826	NPO26650	
TCMFx22	TCMH183	NPO17191	GBVK4926-11
TCMF23	TCMH1721	NPO29141	GBVE1679-11
TCMF23	TCMH1721	NPO41246	GBVE1679-11
TCMF23	TCMH1721	NPO41733	GBVE1679-11
TCMF23	TCMH1133	NPO7372	ITSAJ4477-14
TCMF23	TCMH1597	NPO18340	ITSAM2109-14
TCMF23	TCMH2507	NPO31054	AY362429
TCMF23	TCMH628	NPO7154	ITSAM892-14
TCMF23	TCMH967	NPO9935	ITSAH4762-14
TCMF23	TCMH981	NPO24846	ITSAK2981-14
TCMF23	TCMH1186	NPO17823.1	ITSAO4545-14
TCMF23	TCMH1186	NPO17823	ITSAO4545-14
TCMF23	TCMH2149	NPO28669	ITSAP4209-14
TCMF23	TCMH104	NPO30226	ITSAH2416-14
TCMF23	TCMH104	NPO9798	ITSAH2416-14
TCMF23	TCMH1430	NPO22132	ITSAI3101-14
TCMF23	TCMH1430	NPO9299.1	ITSAI3101-14
TCMF23	TCMH1430	NPO9299.2	ITSAI3101-14
TCMF23	TCMH1430	NPO9299.3	ITSAI3101-14
TCMF24	TCMH1721	NPO29141	GBVE1679-11
TCMF24	TCMH1721	NPO41246	GBVE1679-11
TCMF24	TCMH1721	NPO41733	GBVE1679-11
TCMF24	TCMH981	NPO24846	ITSAK2981-14
TCMF24	TCMH1133	NPO7372	ITSAJ4477-14
TCMF24	TCMH1186	NPO17823.1	ITSAO4545-14
TCMF24	TCMH1186	NPO17823	ITSAO4545-14
TCMF24	TCMH1597	NPO18340	ITSAM2109-14
TCMF24	TCMH2149	NPO28669	ITSAP4209-14
TCMF24	TCMH2507	NPO31054	AY362429
TCMF24	TCMH104	NPO30226	ITSAH2416-14
TCMF24	TCMH104	NPO9798	ITSAH2416-14
TCMF24	TCMH628	NPO7154	ITSAM892-14
TCMF24	TCMH1430	NPO22132	ITSAI3101-14
TCMF24	TCMH1430	NPO9299.1	ITSAI3101-14
TCMF24	TCMH1430	NPO9299.2	ITSAI3101-14
TCMF24	TCMH1430	NPO9299.3	ITSAI3101-14
TCMF24	TCMH967	NPO9935	ITSAH4762-14
TCMFx25	TCMH407	NPO5743	ITSAH2408-14
TCMFx25	TCMH1768	NPO21891	ITSAO2360-14
TCMFx25	TCMH183	NPO17191	GBVK4926-11
TCMFx26	TCMH305	NPO22033	ITSAP4207-14
TCMFx26	TCMH421	NPO15462	ITSAF173-14
TCMFx27	TCMH211	NPO16087	ITSAN4439-14
TCMFx27	TCMH211	NPO57292	ITSAN4439-14
TCMFx27	TCMH120	NPO20902	ITSAN4430-14
TCMFx27	TCMH737	NPO12011.1	ITSAH1684-14
TCMFx27	TCMH737	NPO12011	ITSAH1684-14
TCMFx27	TCMH2486	NPO12126.1	
TCMFx27	TCMH2294	NPO30878	
TCMFx27	TCMH2294	NPO63124	
TCMFx28	TCMH469	NPO25653	ITSAK2607-14
TCMFx28	TCMH2334	NPO17206	ITSAC1509-14
TCMFx28	TCMH289	NPO2775	ITSAF2788-14
TCMFx28	TCMH865	NPO18311	ITSAI2447-14
TCMF29	TCMH2605	NPO28283	
TCMF29	TCMH2175	NPO24057	
TCMF29	TCMH211	NPO16087	ITSAN4439-14
TCMF29	TCMH211	NPO57292	ITSAN4439-14
TCMF29	TCMH628	NPO7154	ITSAM892-14
TCMFx30	TCMH1937	NPO24859	
TCMFx30	TCMH2605	NPO28283	
TCMFx30	TCMH183	NPO17191	GBVK4926-11
TCMFx30	TCMH1321	NPO13037	
TCMFx30	TCMH1717	NPO2646	GBMA2112-09
TCMF31	TCMH1272	NPO21387	ITSAJ4444-14
TCMF31	TCMH1127	NPO1515	ITSAI3881-14
TCMF31	TCMH949	NPO24476.1	ITSAM1586-14
TCMF31	TCMH949	NPO24476	ITSAM1586-14
TCMF31	TCMH1632	NPO26785	ITSAG679-14
TCMFx32	TCMH1768	NPO21891	ITSAO2360-14
TCMFx32	TCMH183	NPO17191	GBVK4926-11
TCMFx33	TCMH2244	NPO17494	ITSAH2424-14
TCMFx34	TCMH1965	NPO28024	ITSAJ4687-14
TCMFx34	TCMH2129	NPO25972	GBMIN33972-13
TCMFx34	TCMH2013	NPO7494	GBAN0017-06
TCMFx34	TCMH2073	NPO14992	ITSAN1047-14
TCMFx34	TCMH2073	NPO56307	ITSAN1047-14
TCMFx34	TCMH1219	NPO4784	
TCMFx34	TCMH986	NPO28877	ITSAP4211-14
TCMFx34	TCMH451	NPO8101	ITSAH4578-14
TCMFx34	TCMH104	NPO30226	ITSAH2416-14
TCMFx34	TCMH104	NPO9798	ITSAH2416-14
TCMFx34	TCMH628	NPO7154	ITSAM892-14
TCMFx35	TCMH305	NPO22033	ITSAP4207-14
TCMFx35	TCMH2090	NPO22309	
TCMFx36	TCMH1215	NPO19231	ITSAM449-14
TCMFx36	TCMH363	NPO20881	ITSAJ4685-14
TCMFx36	TCMH2191	NPO28679	ITSAN1052-14
TCMFx36	TCMH183	NPO17191	GBVK4926-11
TCMFx36	TCMH628	NPO7154	ITSAM892-14
TCMFx36	TCMH1866	NPO15544	ITSAL2575-14
TCMFx36	TCMH46	NPO19620	GBVC4204-11, GBVC4202-11
TCMFx37	TCMH421	NPO15462	ITSAF173-14
TCMFx37	TCMH1278	NPO2517	
TCMFx37	TCMH2215	NPO15147	
TCMFx37	TCMH290	NPO4183	
TCMF38	TCMH1965	NPO28024	ITSAJ4687-14
TCMF38	TCMH2013	NPO7494	GBAN0017-06
TCMF38	TCMH1634	NPO5243	GBVX1726-13
TCMF38	TCMH2630	NPO7317.2	ITSAA1279-14
TCMF38	TCMH2630	NPO7317	ITSAA1279-14
TCMF38	TCMH2630	NPO7317.1	ITSAA1279-14
TCMF38	TCMH451	NPO8101	ITSAH4578-14
TCMF38	TCMH628	NPO7154	ITSAM892-14
TCMF38	TCMH2129	NPO25972	GBMIN33972-13
TCMF38	TCMH2073	NPO14992	ITSAN1047-14
TCMF38	TCMH2073	NPO56307	ITSAN1047-14
TCMF38	TCMH986	NPO28877	ITSAP4211-14
TCMF38	TCMH1525	NPO30109	BCMOL364-12
TCMF38	TCMH1525	NPO9869	BCMOL364-12
TCMF38	TCMH104	NPO30226	ITSAH2416-14
TCMF38	TCMH104	NPO9798	ITSAH2416-14
TCMF39	TCMH517	NPO22273	ITSAF170-14
TCMF39	TCMH906	NPO23218	LT599683
TCMF39	TCMH524	NPO16850	ITSAM1588-14
TCMF39	TCMH1673	NPO22686	ITSAO2245-14
TCMF39	TCMH562	NPO16755	ITSAE3225-14
TCMF39	TCMH426	NPO16741.2	ITSAL4530-14
TCMF39	TCMH426	NPO14959.1	ITSAL4530-14
TCMF39	TCMH426	NPO16741	ITSAL4530-14
TCMF39	TCMH426	NPO16741.1	ITSAL4530-14
TCMF39	TCMH421	NPO15462	ITSAF173-14
TCMF39	TCMH606	NPO23577	GBPOL314-13
TCMF39	TCMH606	NPO30645	GBPOL314-13
TCMF39	TCMH104	NPO30226	ITSAH2416-14
TCMF39	TCMH104	NPO9798	ITSAH2416-14
TCMF39	TCMH1966	NPO8101	ITSAH4578-14
TCMF39	TCMH1588	NPO15077	ITSAJ4612-14
TCMF39	TCMH761	NPO31458	GQ255631
TCMF39	TCMH2239	NPO6336.1	ITSAI1576-14
TCMF39	TCMH2239	NPO6336	ITSAI1576-14
TCMF39	TCMH628	NPO7154	ITSAM892-14
TCMF39	TCMH305	NPO22033	ITSAP4207-14
TCMFx40	TCMH228	NPO29401	ITSAM2218-14
TCMFx40	TCMH677	NPO30303	ITSAJ4206-14
TCMFx40	TCMH986	NPO28877	ITSAP4211-14
TCMFx40	TCMH235	NPO10465	
TCMFx40	TCMH761	NPO31458	GQ255631
TCMFx40	TCMH614	NPO9427	GBVB1285-11, GBVB1281-11
TCMFx40	TCMH104	NPO30226	ITSAH2416-14
TCMFx40	TCMH104	NPO9798	ITSAH2416-14
TCMFx41	TCMH1398	NPO18176	ITSAM882-14
TCMFx41	TCMH986	NPO28877	ITSAP4211-14
TCMFx41	TCMH140	NPO20526	ITSAJ4217-14
TCMFx41	TCMH1219	NPO4784	
TCMFx41	TCMH628	NPO7154	ITSAM892-14
TCMFx41	TCMH127	NPO31050	KJ765825
TCMF42	TCMH381	NPO31050	KJ765825
TCMF42	TCMH127	NPO31050	KJ765825
TCMF42	TCMH1127	NPO1515	ITSAI3881-14
TCMF42	TCMH1272	NPO21387	ITSAJ4444-14
TCMF42	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMF42	TCMH2641	NPO52183	ITSAJ4473-14
TCMF42	TCMH2641	NPO9518	ITSAJ4473-14
TCMF42	TCMH1513	NPO29741	
TCMF42	TCMH986	NPO28877	ITSAP4211-14
TCMF42	TCMH420	NPO13056	GBVY2724-14, GBVT2442-13
TCMF42	TCMH456	NPO23298	
TCMF42	TCMH2646	NPO22303	
TCMF42	TCMH228	NPO29401	ITSAM2218-14
TCMF42	TCMH110	NPO30641	
TCMF43	TCMH761	NPO31458	GQ255631
TCMF43	TCMH628	NPO7154	ITSAM892-14
TCMF43	TCMH388	NPO5986.3	ITSAM869-14
TCMF43	TCMH388	NPO50707	ITSAM869-14
TCMF43	TCMH388	NPO5986	ITSAM869-14
TCMF43	TCMH388	NPO5986.1	ITSAM869-14
TCMF43	TCMH388	NPO5986.2	ITSAM869-14
TCMF43	TCMH104	NPO30226	ITSAH2416-14
TCMF43	TCMH104	NPO9798	ITSAH2416-14
TCMF43	TCMH1903	NPO20553	ITSAO3969-14
TCMF44	TCMH228	NPO29401	ITSAM2218-14
TCMF44	TCMH130	NPO19048	GBVT1123-13, GBVY1693-14
TCMF44	TCMH986	NPO28877	ITSAP4211-14
TCMF44	TCMH426	NPO16741.2	ITSAL4530-14
TCMF44	TCMH426	NPO14959.1	ITSAL4530-14
TCMF44	TCMH426	NPO16741	ITSAL4530-14
TCMF44	TCMH426	NPO16741.1	ITSAL4530-14
TCMF44	TCMH628	NPO7154	ITSAM892-14
TCMF44	TCMH1903	NPO20553	ITSAO3969-14
TCMF44	TCMH388	NPO5986.3	ITSAM869-14
TCMF44	TCMH388	NPO50707	ITSAM869-14
TCMF44	TCMH388	NPO5986	ITSAM869-14
TCMF44	TCMH388	NPO5986.1	ITSAM869-14
TCMF44	TCMH388	NPO5986.2	ITSAM869-14
TCMF45	TCMH305	NPO22033	ITSAP4207-14
TCMF45	TCMH118	NPO24758	ITSAK3312-14
TCMF45	TCMH118	NPO24758.1	ITSAK3312-14
TCMF45	TCMH1665	NPO30526	JF755946
TCMF45	TCMH2239	NPO6336.1	ITSAI1576-14
TCMF45	TCMH2239	NPO6336	ITSAI1576-14
TCMF45	TCMH562	NPO16755	ITSAE3225-14
TCMF45	TCMH1141	NPO8789	ITSAL858-14
TCMF45	TCMH188	NPO31056	HM595443
TCMF45	TCMH628	NPO7154	ITSAM892-14
TCMFx46	TCMH273	NPO1279	ITSAP3764-14
TCMFx46	TCMH46	NPO19620	GBVC4204-11, GBVC4202-11
TCMFx46	TCMH1656	NPO15394	ITSAN4164-14
TCMFx46	TCMH1656	NPO31058	ITSAN4164-14
TCMFx46	TCMH1080	NPO29808	ITSAJ4293-14
TCMFx46	TCMH2629	NPO19905	
TCMFx46	TCMH189	NPO17946	
TCMFx46	TCMH189	NPO30195	
TCMFx47	TCMH2515	NPO9498	ITSAD207-14
TCMFx47	TCMH2515	NPO53264	ITSAD207-14
TCMFx47	TCMH46	NPO19620	GBVC4204-11, GBVC4202-11
TCMFx47	TCMH98	NPO29859	GQ434571
TCMFx47	TCMH2629	NPO19905	
TCMFx47	TCMH1080	NPO29808	ITSAJ4293-14
TCMFx47	TCMH188	NPO31056	HM595443
TCMF48	TCMH421	NPO15462	ITSAF173-14
TCMF48	TCMH1966	NPO8101	ITSAH4578-14
TCMF48	TCMH305	NPO22033	ITSAP4207-14
TCMF48	TCMH104	NPO30226	ITSAH2416-14
TCMF48	TCMH104	NPO9798	ITSAH2416-14
TCMF48	TCMH981	NPO24846	ITSAK2981-14
TCMF48	TCMH426	NPO16741.2	ITSAL4530-14
TCMF48	TCMH426	NPO14959.1	ITSAL4530-14
TCMF48	TCMH426	NPO16741	ITSAL4530-14
TCMF48	TCMH426	NPO16741.1	ITSAL4530-14
TCMF48	TCMH628	NPO7154	ITSAM892-14
TCMFx49	TCMH873	NPO12916	
TCMFx49	TCMH1799	NPO11247	
TCMFx49	TCMH1186	NPO17823.1	ITSAO4545-14
TCMFx49	TCMH1186	NPO17823	ITSAO4545-14
TCMF50	TCMH972	NPO5649.1	ITSAO4469-14
TCMF50	TCMH972	NPO5649	ITSAO4469-14
TCMF50	TCMH606	NPO23577	GBPOL314-13
TCMF50	TCMH606	NPO30645	GBPOL314-13
TCMF50	TCMH238	NPO11394	ITSAJ4406-14
TCMF50	TCMH1215	NPO19231	ITSAM449-14
TCMF50	TCMH1721	NPO29141	GBVE1679-11
TCMF50	TCMH1721	NPO41246	GBVE1679-11
TCMF50	TCMH1721	NPO41733	GBVE1679-11
TCMF50	TCMH628	NPO7154	ITSAM892-14
TCMF50	TCMH130	NPO19048	GBVT1123-13, GBVY1693-14
TCMF50	TCMH2630	NPO7317.2	ITSAA1279-14
TCMF50	TCMH2630	NPO7317	ITSAA1279-14
TCMF50	TCMH2630	NPO7317.1	ITSAA1279-14
TCMF50	TCMH1276	NPO3478	ITSAI3109-14
TCMF50	TCMH1681	NPO2723	KU555619
TCMF50	TCMH1681	NPO45590	KU555619
TCMF50	TCMH1423	NPO9261	ITSAJ4140-14
TCMFx51	TCMH2473	NPO23548	ITSAN1807-14
TCMFx51	TCMH2208	NPO31274	
TCMF52	TCMH1127	NPO1515	ITSAI3881-14
TCMF52	TCMH1632	NPO26785	ITSAG679-14
TCMF52	TCMH2711	NPO30786	
TCMF52	TCMH132	NPO16039	ITSAN1801-14
TCMF52	TCMH109	NPO1373	ITSAJ4425-14
TCMF52	TCMH71	NPO15479	ITSAI3173-14
